,Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude
1113,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",187,2800000,Cairo,Egypt,buy,44044000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1114,2,3,"Omar Khorshid St., El Banafseg 10, El Banafseg, New Cairo City, Cairo",253,2530000,Cairo,Egypt,buy,39796900.0,Apartment,New Cairo City,30.0538553,31.468095
1115,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",135,3201000,Cairo,Egypt,buy,50351730.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1116,2,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",203,3280000,Cairo,Egypt,buy,51594400.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1117,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",287,3250000,Cairo,Egypt,buy,51122500.0,iVilla,New Cairo City,30.06310285,31.455447475107487
1118,3,3,"Bellagio, Ext North Inves Area, New Cairo City, Cairo",460,10250000,Cairo,Egypt,buy,161232500.0,Twin House,New Cairo City,30.02012785,31.498220627134504
1120,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",400,7400000,Cairo,Egypt,buy,116402000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
1121,7+,7+,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,9700000,Cairo,Egypt,buy,152581000.0,Villa,New Cairo City,29.9921014,31.4046293
1122,4,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",324,5400000,Cairo,Egypt,buy,84942000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
1123,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",310,6150000,Cairo,Egypt,buy,96739500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
1124,3,4,"Street 219, Degla, Hay El Maadi, Cairo",260,4400000,Cairo,Egypt,buy,69212000.0,Duplex,Hay El Maadi,29.9925522,31.279391600000004
1126,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",265,8000000,Cairo,Egypt,buy,125840000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1127,6,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,200",68000000,Cairo,Egypt,buy,1069640000.0,Villa,New Cairo City,29.9921014,31.4046293
1128,2,2,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",134,850000,Cairo,Egypt,buy,13370500.0,Apartment,Shorouk City,30.11974305,31.606946946156224
1129,5,7,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",462,9000000,Cairo,Egypt,buy,141570000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1130,3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,5500000,Cairo,Egypt,buy,86515000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
1131,2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,11000000,Cairo,Egypt,buy,173030000.0,Penthouse,Hay El Maadi,30.048819,31.243666
1132,,,"Degla Square, Degla, Hay El Maadi, Cairo",135,2200000,Cairo,Egypt,buy,34606000.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
1133,2,2,"Tamr Hena, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",106,1500000,Cairo,Egypt,buy,23595000.0,Penthouse,New Cairo City,30.06310285,31.455447475107487
1135,3,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",174,3900000,Cairo,Egypt,buy,61347000.0,Penthouse,New Cairo City,30.02012785,31.498220627134504
1136,3,2,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",126,1400000,Cairo,Egypt,buy,22022000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1137,2,3,"Al Andalus Buildings, Al Andalus District, New Cairo City, Cairo",186,1897200,Cairo,Egypt,buy,29842956.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1140,2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",220,3500000,Cairo,Egypt,buy,55055000.0,Apartment,Hay El Maadi,30.048819,31.243666
1141,4,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",279,6500000,Cairo,Egypt,buy,102245000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
1142,4,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",240,7000000,Cairo,Egypt,buy,110110000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1143,2,2,"Fifth Square, North Investors Area, New Cairo City, Cairo",126,2258000,Cairo,Egypt,buy,35518340.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1144,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",315,5900000,Cairo,Egypt,buy,92807000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
1145,3,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",245,2800000,Cairo,Egypt,buy,44044000.0,Penthouse,New Cairo City,30.06310285,31.455447475107487
1146,3,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",205,1014750,Cairo,Egypt,buy,15962017.5,Apartment,New Cairo City,30.02012785,31.498220627134504
1147,3,3,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",152,2786000,Cairo,Egypt,buy,43823780.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1150,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",229,5390000,Cairo,Egypt,buy,84784700.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
1151,2,2,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",110,1000000,Cairo,Egypt,buy,15730000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1154,5,5,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,9000000,Cairo,Egypt,buy,141570000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1155,5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,10500000,Cairo,Egypt,buy,165165000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1156,3,3,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",165,2850000,Cairo,Egypt,buy,44830500.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1157,4,5,"Aly Sharawy St., Al Narges 5, Al Narges, New Cairo City, Cairo",320,2650000,Cairo,Egypt,buy,41684500.0,Duplex,New Cairo City,30.16316725,31.694583684837603
1159,3,4,"Promenade Maadi, Zahraa El Maadi, Hay El Maadi, Cairo",350,2500000,Cairo,Egypt,buy,39325000.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
1161,5,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",411,7500000,Cairo,Egypt,buy,117975000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
1162,5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,12000000,Cairo,Egypt,buy,188760000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1163,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",287,3050000,Cairo,Egypt,buy,47976500.0,iVilla,New Cairo City,30.06310285,31.455447475107487
1164,5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",450,28000000,Cairo,Egypt,buy,440440000.0,Villa,New Cairo City,29.9921014,31.4046293
1166,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,4950000,Cairo,Egypt,buy,77863500.0,Villa,New Cairo City,30.06310285,31.455447475107487
1167,2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",140,3500000,Cairo,Egypt,buy,55055000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1169,4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",267,7800000,Cairo,Egypt,buy,122694000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1170,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9300000,Cairo,Egypt,buy,146289000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1171,3,3,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",267,14600000,Cairo,Egypt,buy,229658000.0,Villa,New Cairo City,30.02012785,31.498220627134504
1172,4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,10000000,Cairo,Egypt,buy,157300000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1173,3,3,"Victoria Square, Degla, Hay El Maadi, Cairo",380,8750000,Cairo,Egypt,buy,137637500.0,Duplex,Hay El Maadi,29.9925522,31.279391600000004
1174,4,4,"Victoria Square, Degla, Hay El Maadi, Cairo",370,4250000,Cairo,Egypt,buy,66852500.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
1175,1,1,"Degla Square, Degla, Hay El Maadi, Cairo",55,850000,Cairo,Egypt,buy,13370500.0,Apartment,Hay El Maadi,29.9925522,31.279391600000004
1176,6,6,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,12250000,Cairo,Egypt,buy,192692500.0,Villa,New Cairo City,30.06310285,31.455447475107487
1178,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",264,3750000,Cairo,Egypt,buy,58987500.0,Duplex,New Cairo City,30.06310285,31.455447475107487
1179,3,3,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,2540000,Cairo,Egypt,buy,39954200.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1181,3,4,"Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",305,5900000,Cairo,Egypt,buy,92807000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
1182,3,4,"Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",247,4400000,Cairo,Egypt,buy,69212000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
1183,5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,350",48000000,Cairo,Egypt,buy,755040000.0,Villa,New Cairo City,29.9921014,31.4046293
1184,4,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",375,7900000,Cairo,Egypt,buy,124267000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1185,3,3,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",195,1900000,Cairo,Egypt,buy,29887000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1186,5,6,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",960,17500000,Cairo,Egypt,buy,275275000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1187,2,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,3400000,Cairo,Egypt,buy,53482000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1188,3,3,"Osama Bin Zaid St., Rehab City Second Phase, Al Rehab, New Cairo City, Cairo",160,1800000,Cairo,Egypt,buy,28314000.0,Apartment,New Cairo City,30.063584,31.4889939
1189,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",210,6880000,Cairo,Egypt,buy,108222400.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1190,5,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",311,7300000,Cairo,Egypt,buy,114829000.0,Twin House,New Cairo City,30.06310285,31.455447475107487
1191,4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,6200000,Cairo,Egypt,buy,97526000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
1192,2,2,"Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",140,1050000,Cairo,Egypt,buy,16516500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1193,4,5,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",680,6150000,Cairo,Egypt,buy,96739500.0,Villa,New Cairo City,30.06310285,31.455447475107487
1194,6,6,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9000000,Cairo,Egypt,buy,141570000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1196,3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",175,856000,Cairo,Egypt,buy,13464880.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1197,3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",205,5150000,Cairo,Egypt,buy,81009500.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1198,4,4,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",326,6700000,Cairo,Egypt,buy,105391000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1201,3,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",380,5000000,Cairo,Egypt,buy,78650000.0,Duplex,Hay El Maadi,30.048819,31.243666
1202,5,5,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",612,5500000,Cairo,Egypt,buy,86515000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1203,3,3,"The Water Way, North Investors Area, New Cairo City, Cairo",230,4800000,Cairo,Egypt,buy,75504000.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1204,4,4,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",350,8500000,Cairo,Egypt,buy,133705000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1205,6,6,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",480,2780000,Cairo,Egypt,buy,43729400.0,Villa,New Cairo City,30.06310285,31.455447475107487
1206,7,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,100",50000000,Cairo,Egypt,buy,786500000.0,Villa,New Cairo City,29.9921014,31.4046293
1208,6,6,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",565,11000000,Cairo,Egypt,buy,173030000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1209,3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,8000000,Cairo,Egypt,buy,125840000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1210,7+,7,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1,000",9458800,Cairo,Egypt,buy,148786924.0,Villa,New Cairo City,30.06310285,31.455447475107487
1211,6,4,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",376,10750000,Cairo,Egypt,buy,169097500.0,Duplex,New Cairo City,30.02012785,31.498220627134504
1212,4,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",192,2520295,Cairo,Egypt,buy,39644240.35,Apartment,New Cairo City,30.06310285,31.455447475107487
1213,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",277,5995000,Cairo,Egypt,buy,94301350.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
1215,4,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",151,2750000,Cairo,Egypt,buy,43257500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1216,1,1,"Al Ashrafiya, North Investors Area, New Cairo City, Cairo",90,800000,Cairo,Egypt,buy,12584000.0,Penthouse,New Cairo City,30.02012785,31.498220627134504
1217,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",330,6500000,Cairo,Egypt,buy,102245000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1218,3,3,"West Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,2350000,Cairo,Egypt,buy,36965500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1221,2,2,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",122,2050000,Cairo,Egypt,buy,32246500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1222,3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",290,4000000,Cairo,Egypt,buy,62920000.0,Penthouse,New Cairo City,30.06310285,31.455447475107487
1223,3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",224,2500000,Cairo,Egypt,buy,39325000.0,iVilla,New Cairo City,30.06310285,31.455447475107487
1225,7+,7+,"Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","3,100",75000000,Cairo,Egypt,buy,1179750000.0,Villa,New Cairo City,30.06310285,31.455447475107487
1226,2,3,"Abd El Aziz Fahmy St., Triumph Square, El Nozha, Cairo",207,2200000,Cairo,Egypt,buy,34606000.0,Apartment,El Nozha,30.126217600000004,31.2960869
1228,4,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",345,5817000,Cairo,Egypt,buy,91501410.0,Penthouse,New Cairo City,30.06310285,31.455447475107487
1229,2,3,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",270,2600000,Cairo,Egypt,buy,40898000.0,Twin House,New Cairo City,30.02012785,31.498220627134504
1230,2,2,"Fifth Square, North Investors Area, New Cairo City, Cairo",126,2678000,Cairo,Egypt,buy,42124940.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1231,6,4,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",385,16040714,Cairo,Egypt,buy,252320431.22,Villa,New Cairo City,30.02012785,31.498220627134504
1233,3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",160,3400000,Cairo,Egypt,buy,53482000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1234,3,4,"Sodic East, 6th District, New Heliopolis, Cairo",162,2100000,Cairo,Egypt,buy,33033000.0,Apartment,New Heliopolis,30.1180968,31.6925603
1236,3,3,"West Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",326,1800000,Cairo,Egypt,buy,28314000.0,Duplex,New Cairo City,30.06310285,31.455447475107487
1238,4,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",316,5750000,Cairo,Egypt,buy,90447500.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
1239,3,3,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",178,1550000,Cairo,Egypt,buy,24381500.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1240,1,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",140,693000,Cairo,Egypt,buy,10900890.0,Apartment,New Cairo City,30.02012785,31.498220627134504
1241,3,3,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",160,2300000,Cairo,Egypt,buy,36179000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1243,2,3,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",160,1600000,Cairo,Egypt,buy,25168000.0,Apartment,New Cairo City,30.06310285,31.455447475107487
1244,4,4,"Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",247,4900000,Cairo,Egypt,buy,77077000.0,Townhouse,New Cairo City,30.06310285,31.455447475107487
1245,5,4,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",490,10500000,Cairo,Egypt,buy,165165000.0,Twin House,Mokattam,30.033333,31.283333
1246,7+,7+,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1,766",30000000,Cairo,Egypt,buy,471900000.0,Villa,New Cairo City,30.06310285,31.455447475107487
