Baths,Beds,Location,Square Meter,base_price,city,country,page,price_usd,property_type,sub_div,Longitude,Latitude,geometry
7+,7+,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,17000000, Cairo,Egypt,buy,267410000.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,5,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,33500000, Cairo,Egypt,buy,526955000.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",169,3350000, Cairo,Egypt,buy,52695500.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,3,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",307,7000000, Cairo,Egypt,buy,110110000.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",495,10750000, Cairo,Egypt,buy,169097500.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",175,2130000, Giza,Egypt,buy,33504900.0,Apartment, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
3,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,8500000, Cairo,Egypt,buy,133705000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
7+,7+,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,820",55000000, Cairo,Egypt,buy,865150000.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",470,8000000, Cairo,Egypt,buy,125840000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
5,4,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",274,3500000, Cairo,Egypt,buy,55055000.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9500000, Cairo,Egypt,buy,149435000.0,Villa, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
3,4,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",431,8700000, Cairo,Egypt,buy,136851000.0,Duplex, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
6,7,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,000",31000000, Cairo,Egypt,buy,487630000.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,3,"Mosadak St., Dokki, Giza",243,3850000, Giza,Egypt,buy,60560500.0,Penthouse, Dokki,30.0170039,31.213450800000004,POINT (31.2134508 30.0170039)
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",210,6900000, Cairo,Egypt,buy,108537000.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
6,4,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",275,3750000, Cairo,Egypt,buy,58987500.0,Penthouse, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",470,8500000, Cairo,Egypt,buy,133705000.0,Twin House, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
5,5,"Levana, Uptown Cairo, Mokattam, Cairo",810,19500000, Cairo,Egypt,buy,306735000.0,Villa, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
4,3,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",266,3700000, Cairo,Egypt,buy,58201000.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,5,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,18000000, Cairo,Egypt,buy,283140000.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
3,4,"Street 256, Maadi, Hay El Maadi, Cairo",260,3500000, Cairo,Egypt,buy,55055000.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
2,3,"Baymount, Al Ain Al Sokhna, Suez",190,2500000, Suez,Egypt,buy,39325000.0,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395381909,POINT (31.54437395381909 30.0742818)
7+,7+,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,17500000, Cairo,Egypt,buy,275275000.0,Villa, New Cairo City,29.9921014,31.4046293,POINT (31.4046293 29.9921014)
2,3,"Ring Road, Zahraa El Maadi, Hay El Maadi, Cairo",170,1100000, Cairo,Egypt,buy,17303000.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
2,3,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,2200000, Cairo,Egypt,buy,34606000.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",304,3180000, Cairo,Egypt,buy,50021400.0,iVilla, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",153,2050000, Cairo,Egypt,buy,32246500.0,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,4,"Levana, Uptown Cairo, Mokattam, Cairo",550,11000000, Cairo,Egypt,buy,173030000.0,Villa, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
4,4,"Levana, Uptown Cairo, Mokattam, Cairo",370,8300000, Cairo,Egypt,buy,130559000.0,Villa, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
4,3,"Palm Hills WoodVille, Al Wahat Road, 6 October City, Giza",220,4300000, Giza,Egypt,buy,67639000.0,Townhouse, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
3,3,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",230,4300000, Cairo,Egypt,buy,67639000.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
2,3,"13th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",180,1400000, Cairo,Egypt,buy,22022000.0,Apartment, Hay El Maadi,29.9925522,31.279391600000004,POINT (31.2793916 29.9925522)
5,4,"IL Monte Galala, Al Ain Al Sokhna, Suez",275,8500000, Suez,Egypt,buy,133705000.0,Villa, Al Ain Al Sokhna,30.0742818,31.54437395381909,POINT (31.54437395381909 30.0742818)
2,2,"Next Point, Al Hadaba Al Wosta, Mokattam, Cairo",109,790250, Cairo,Egypt,buy,12430632.5,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
3,4,"Joya, 26th of July Corridor, 6 October City, Giza",380,6500000, Giza,Egypt,buy,102245000.0,Townhouse, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,2,"Next Point, Al Hadaba Al Wosta, Mokattam, Cairo",127,920750, Cairo,Egypt,buy,14483397.5,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
3,3,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",160,1168360, Cairo,Egypt,buy,18378302.8,Apartment, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Next Point, Al Hadaba Al Wosta, Mokattam, Cairo",118,855500, Cairo,Egypt,buy,13457015.0,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
3,4,"Joya, 26th of July Corridor, 6 October City, Giza",395,7800000, Giza,Egypt,buy,122694000.0,Villa, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
2,2,"Next Point, Al Hadaba Al Wosta, Mokattam, Cairo",103,721000, Cairo,Egypt,buy,11341330.0,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
2,2,"Next Point, Al Hadaba Al Wosta, Mokattam, Cairo",102,739500, Cairo,Egypt,buy,11632335.0,Apartment, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
1,2,"Palm Beach, Al Ain Al Sokhna, Suez",90,1340000, Suez,Egypt,buy,21078200.0,Chalet, Al Ain Al Sokhna,30.0742818,31.54437395381909,POINT (31.54437395381909 30.0742818)
5,4,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",274,4400000, Cairo,Egypt,buy,69212000.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,4,"Dyar Park, Ext North Inves Area, New Cairo City, Cairo",300,5200000, Cairo,Egypt,buy,81796000.0,Townhouse, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",322,6550000, Cairo,Egypt,buy,103031500.0,Twin House, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
2,2,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",161,4300000, Cairo,Egypt,buy,67639000.0,Apartment, New Cairo City,30.02012785,31.498220627134504,POINT (31.4982206271345 30.02012785)
3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",305,3180000, Cairo,Egypt,buy,50021400.0,iVilla, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
6,6,"Mountain View October Park, 6th District, 6 October City, Giza",384,3900000, Giza,Egypt,buy,61347000.0,Twin House, 6 October City,30.1176285,31.367206,POINT (31.367206 30.1176285)
3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",220,3300000, Cairo,Egypt,buy,51909000.0,Townhouse, New Cairo City,30.06310285,31.455447475107487,POINT (31.45544747510749 30.06310285)
4,3,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",330,7000000, Cairo,Egypt,buy,110110000.0,Townhouse, Mokattam,30.033333,31.283333,POINT (31.283333 30.033333)
